video_id,title,published_at,likes,view_count,comment_count,comment_text
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,Malam mantai 2025.. huhu..
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,"Saya orang indonesia, tapi tersentuh hati mendengar lagu ini. Selamat hari Raya"
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,Suaranya bagus❤
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,Terbaiklah 🎉
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,Hadir 2025.. Lagi berapa hari nk raya.. Medley yg terbaik dari masa awal2 terbit video ni smpai sekarang.. Suka suka suka 👍👍👍👍
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,"Hadir 2025 , sumpah vibe medley korang dendangkan best sngat . Lagi2 semua lagu lama . Lurve ❤❤❤❤❤ selalu dengar dlm kereta"
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,"Hadir 2025 ❤️ , mantappp semua power2 suara nyanyi"
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,hadir 2025
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,"24 Mac 2025 repeat dengar.

2021 mula dengar."
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,Best...muzik tak bising sgt..sedap dgr❤
edd_sKza6QE,MEDLEY RAYA (Music Video),2021-05-12T10:00:18Z,8801,2154825,345,"24hb/3/2025.. Ramadan, Sabah hadir❤🎉"
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,❤Fire❤
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,❤❤🎉🎉😊
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,2025 hadir🥹
NnqTib39sao,"iamNEETA, Najwa Latif, Deanna Hussin &amp; Mimie Haris - Hari Raya (Official Music Video)",2013-07-24T14:00:31Z,101689,19478313,4766,"Salam Aidilfitri, Selamat Hari Raya 2025🎉🎉🎉🎉"
